,summarization
1146,"I loved this hotel. it was perfect. nice room, cheap price, and especially the staff. they were all very nice and very helpful. if i go back to new delhi, i will definitely stay in this hotel again."
1147,"We paid 750 rupees for a double room with A/C and en-suite bathroom. There was no breakfast included. Staff were friendly enough, and not that bothered when we told them we were moving out!"
1148,"stayed at hotel rak international twice recently whilst in delhi and liked it very much. it's basic as are most budget hotels in the area but i love paharganj and it's bussle, and my room was quiet and clean."
1149,"Our room was dirty, filled with coakroaches and the front desk service was terrible. The only good thing about this hotel is it's proximity to the Metro...which makes for easy travel around Delhi."
1150,I had a nice stay in the hotel with my wife. A homely &amp; clean environment with prompt service was great. People are friendly and helpful; the area is quite centrally located.
1151,Our stay was fine there. Their tour assistance was good. We appreciate these guidance given for our trip. We would like to thank them for their guidance.
1152,We stayed in two hotels in Delhi before picking up this hotel. Theworst about those hotels was the uneducated and useless staff. Here isthis hotel I found people with great knowledge.
1153,"Raunak Hotel is definitely one of the best hotels we have stayed at in new delhi, India. The rooms is simple but large and clean. Room service and hotel staff is very friendly and helpful."
1154,"The hotel is good positioned, the staff is very friendly. Housekeeping, Manager is really helpful; all the staff members are really nice and helping."
1155,I stayed at the Raunak hotel in new delhi The property is beautiful. The rooms are modern and sleek. The flat screen TV is great although they could have probably invested in some satellite TV to give us more channels.
1156,"We are an old age couple and our third time to india. Hotel is good. Wi-fi, lobby and restaurant are few of the good things in the hotel."
1157,We were very disappointed with this hotel. I have stayed in Delhi three times before at better hotels for the same price. The restaurant in the Raunak was fairly but at the other two hotels owned by the same man the food was dreadful.
1158,If you don't want to spend more and want value for your money this hotel is worth staying. Best point is the location and informative staff.
1159,"We booked the hotel dirctlily via email. They did not charge any money for advance booking. The bed is really comfortable, matress are so soft and good. Breakfast were served nicely ( I liked parta)."
1160,We booked from malasiya directly with the hotel on our friend’s recommendation. They sent a good taxi for pick up and same nice taxi to show us Agra and Jaipore. Staff is polite and helpful.
1161,We booked five rooms in hotel Raunak International in delhi. When they came to know marriage anniversary. They organized our party for us and presented us with a beautiful chocolate cake. Such a good hotel.
1162,"We stayed at Raunak International for four nights and it was our refuge from the busy streets of Kowloon. Despite being in a shopping, restaurant and pub area our room was cozy and quiet. The staff were very attentive and pleasant."
1163,"Our pickup, check in and checkout was swift every body knows what they have to do. I liked this kindness and dedication towards making improvements. You will be taken care."
1164,"Large rooms, free internet on my laptop, flat screen TV’s in lobby andin room, DVD was provided to us free of cost. A good holiday wasplanned to Agra &amp; Jaipur by the manager and he gave us his own car."
1165,The raunak hotel is located close to karol bagh metro station. The hotel is impressive with high ceiling and modern furnishings and very modern with a beautiful lobby.
1166,"stayed with my family for 3 day. Clean rooms, good food, nicebreakfast, friendly staff, location was also good car recommend tofriends coming Delhi."
1167,"Nice ambiance, good interior, soothing music, latestfacilities, friendly and courteous staff - putting all these togethermade my stay very comfortable. I woulddefinitely recommend it to all my friends and colleagues."
1168,"Hotel RaunakInternational in Delhi gave the couple a special treatment. A bunch of flowers was sent to their room. Next day the hotel organized a trip to Taj Mahal, a symbol oflove."
1169,The check-in process took over 40 minutes. The room smelt stale and sheets were dirty. The water was also never hot. If we had not prepaid in advance we wold have left the hotel.
